Date,D3,V_BASIS,V_UP1,V_TREND,V_RSI4065,V_VOLCOMP,V_CONF23,V_UPDAY,V_SL8,V_ATR2,V_TRAIL,V_TIME15,V_COOL2,V_QUALITY,CL_SMA50200,CL_EMA2050,CL_DONCHIAN,CL_RSI14_50,CL_RSI14_70,CL_TRENDVOL,F
2021-11-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3987212348637625,1.0,1.0,1.0,1.4515159414987302
2021-11-29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4699164644872158,1.0,1.0,1.0,1.525398433721829
2021-11-30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4799616140238208,1.0,1.0,1.0,1.535822737238277
2021-12-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4156311834197217,1.0,1.0,1.0,1.4690641557440718
2021-12-02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4021858876490612,1.0,1.0,1.0,1.4551113675380787
2021-12-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3121672912909408,1.0,1.0,1.0,1.3616950209578556
2021-12-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2941186446858841,1.0,1.0,1.0,1.3536990302590461
2021-12-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2941186446858841,1.0,1.0,1.0,1.4110395165626555
2021-12-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2941186446858841,1.0,1.0,1.0,1.4341286321492464
2021-12-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2941186446858841,1.0,1.0,1.0,1.346709247886089
2021-12-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2941186446858841,1.0,1.0,1.0,1.3644587774934998
2021-12-13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2941186446858841,1.0,1.0,1.0,1.2965463482193804
2021-12-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2941186446858841,1.0,1.0,1.0,1.2859476287089495
2021-12-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2941186446858841,1.0,1.0,1.0,1.3093989645534674
2021-12-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2941186446858841,1.0,1.0,1.0,1.2435661389371855
2021-12-17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2941186446858841,1.0,1.0,1.0,1.2511462334700603
2021-12-20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2941186446858841,1.0,1.0,1.0,1.207369538574596
2021-12-21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2941186446858841,1.0,1.0,1.0,1.2591422241688697
2021-12-22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2941186446858841,1.0,1.0,1.0,1.3535112259951023
2021-12-23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2941186446858841,1.0,1.0,1.0,1.4314990039695383
2021-12-27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2941186446858841,1.0,1.0,1.0183699470376621,1.4676420512522854
2021-12-28,0.9805641129725061,0.9805641129725061,0.9805641129725061,0.9805641129725061,0.9805641129725061,0.9805641129725061,1.0,0.9805641129725061,0.9805641129725061,0.9805641129725061,0.9805641129725061,0.9805641129725061,0.9805641129725061,0.9805641129725061,1.0,1.0,1.2941186446858841,1.0,1.0,1.0132778169016476,1.4603034368913617
2021-12-29,0.9785101152486053,0.9785101152486053,0.9785101152486053,0.9785101152486053,0.9785101152486053,0.9785101152486053,1.0,0.9785101152486053,0.9785101152486053,0.9785101152486053,0.9785101152486053,0.9785101152486053,0.9785101152486053,0.9785101152486053,1.0,1.0,1.2941186446858841,1.0,1.0,1.0111552934459545,1.4572445242757586
2021-12-30,0.9642314330307852,0.9642314330307852,0.9642314330307852,0.9642314330307852,0.9642314330307852,0.9642314330307852,1.0,0.9642314330307852,0.9642314330307852,0.9642314330307852,0.9642314330307852,0.9642314330307852,0.9642314330307852,0.9642314330307852,1.0,1.0,1.2941186446858841,1.0,1.0,0.9964002440264468,1.435980021076928
2021-12-31,0.9520157384883557,0.9520157384883557,0.9520157384883557,0.9520157384883557,0.9520157384883557,0.9520157384883557,0.9839878623600898,0.9520157384883557,0.9520157384883557,0.9520157384883557,0.9520157384883557,0.9520157384883557,0.9520157384883557,0.9520157384883557,1.0,1.0,1.2941186446858841,1.0,1.0,0.9837770079380205,1.4177878187636612
2022-01-03,1.080839351517076,1.080839351517076,1.080839351517076,1.080839351517076,1.080839351517076,1.080839351517076,1.1171378371776377,1.080839351517076,1.080839351517076,1.080839351517076,1.080839351517076,1.080839351517076,1.080839351517076,1.080839351517076,1.0,1.0,1.2941186446858841,1.0,1.0,1.0679285135514913,1.6096381652834075
2022-01-04,1.035624926596505,1.035624926596505,1.035624926596505,1.035624926596505,1.035624926596505,1.035624926596505,1.0704049487108178,1.035624926596505,1.035624926596505,1.035624926596505,1.035624926596505,1.035624926596505,1.035624926596505,1.035624926596505,1.0,1.0,1.250020884037867,1.0,1.0,1.031538298347369,1.5423026598992453
2022-01-05,0.9802488048574052,0.9802488048574052,0.9802488048574052,0.9802488048574052,0.9802488048574052,0.9802488048574052,1.0131690969775586,0.9802488048574052,0.9802488048574052,0.9802488048574052,0.9802488048574052,0.9802488048574052,0.9802488048574052,0.9802488048574052,1.0,1.0,1.1831807502469702,1.0,1.0,0.9763806935805966,1.4598338648174196
2022-01-06,0.9591505433832113,0.9591505433832113,0.9591505433832113,0.9591505433832113,0.9591505433832113,0.9591505433832113,0.9913622797494417,0.9591505433832113,0.9190804597701151,0.9591505433832113,0.9564350759913532,0.9591505433832113,0.9591505433832113,0.9591505433832113,1.0,1.0,1.1577147086499344,1.0,1.0,0.9553656869114329,1.428413314814014
2022-01-07,0.9251519489508274,0.9251519489508274,0.9251519489508274,0.9251519489508274,0.9251519489508274,0.9251519489508274,0.9562218898312154,0.9251519489508274,0.9190804597701151,0.9251519489508274,0.9564350759913532,0.9251519489508274,0.9251519489508274,0.9251519489508274,1.0,1.0,1.1166776961399296,1.0,1.0,0.968941802285495,1.3777809659015285
2022-01-10,0.9532228662865814,0.9532228662865814,0.9532228662865814,0.9532228662865814,0.9532228662865814,0.9532228662865814,0.9852355298657316,0.9532228662865814,0.9190804597701151,0.8939883124817539,0.9564350759913532,0.9532228662865814,0.9532228662865814,0.9532228662865814,1.0,1.0,1.150559878774439,1.0,1.0,0.968941802285495,1.4195855317833355
2022-01-11,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9806014933582575,0.9487394007311591,0.9190804597701151,0.8939883124817539,0.9564350759913532,0.9487394007311591,0.9487394007311591,0.9487394007311591,1.0,1.0,1.1573884800250092,1.0,1.0,0.968941802285495,1.42801080691804
2022-01-12,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9806014933582575,0.9487394007311591,0.9190804597701151,0.8939883124817539,0.9564350759913532,0.9487394007311591,0.9487394007311591,0.9487394007311591,1.0,1.0,1.2028619828217977,1.0,1.0,0.968941802285495,1.4841169929938065
2022-01-13,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9806014933582575,0.9487394007311591,0.9190804597701151,0.8939883124817539,0.9564350759913532,0.9487394007311591,0.9487394007311591,0.9487394007311591,1.0,1.0,1.121679536552118,1.0,1.0,0.900774599940939,1.3839523442125774
2022-01-14,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9806014933582575,0.9487394007311591,0.9190804597701151,0.8939883124817539,0.9564350759913532,0.9487394007311591,0.9487394007311591,0.9487394007311591,1.0,1.0,1.141306414281291,1.0,1.0,0.8901301301735625,1.408168408210996
2022-01-18,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9806014933582575,0.9487394007311591,0.9190804597701151,0.8939883124817539,0.9564350759913532,0.9487394007311591,0.9487394007311591,0.9487394007311591,1.0,1.0,1.1205377861403796,1.0,1.0,0.8901301301735625,1.3825436279907515
2022-01-19,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9806014933582575,0.9487394007311591,0.9190804597701151,0.8939883124817539,0.9564350759913532,0.9487394007311591,0.9487394007311591,0.9487394007311591,1.0,1.0,1.0826323494174581,1.0,1.0,0.8901301301735625,1.3357750846576522
2022-01-20,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9806014933582575,0.9487394007311591,0.9190804597701151,0.8939883124817539,0.9564350759913532,0.9487394007311591,0.9487394007311591,0.9487394007311591,1.0,1.0,1.0833065087851705,1.0,1.0,0.8901301301735625,1.336606876989521
2022-01-21,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9806014933582575,0.9487394007311591,0.9190804597701151,0.8939883124817539,0.9564350759913532,0.9487394007311591,0.9487394007311591,0.9487394007311591,1.0,1.0,1.0263613461273418,1.0,1.0,0.8901301301735625,1.2663467101738568
2022-01-24,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9806014933582575,0.9487394007311591,0.9190804597701151,0.8939883124817539,0.9564350759913532,0.9487394007311591,0.9487394007311591,0.9487394007311591,1.0,1.0,0.9833100987351517,1.0,1.0,0.8901301301735625,1.2476983240566089
2022-01-25,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9806014933582575,0.9487394007311591,0.9190804597701151,0.8939883124817539,0.9564350759913532,0.9487394007311591,0.9487394007311591,0.9487394007311591,1.0,1.0,0.9833100987351517,1.0,1.0,0.8901301301735625,1.2321356270948853
2022-01-26,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9806014933582575,0.9487394007311591,0.9190804597701151,0.8939883124817539,0.9564350759913532,0.9487394007311591,0.9487394007311591,0.9487394007311591,1.0,1.0,0.9833100987351517,1.0,1.0,0.8901301301735625,1.2576396672291543
2022-01-27,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9806014933582575,0.9487394007311591,0.9190804597701151,0.8939883124817539,0.9564350759913532,0.9487394007311591,0.9487394007311591,0.9487394007311591,1.0,1.0,0.9833100987351517,1.0,1.0,0.8901301301735625,1.1123297721405168
2022-01-28,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9806014933582575,0.9487394007311591,0.9190804597701151,0.8939883124817539,0.9564350759913532,0.9487394007311591,0.9487394007311591,0.9487394007311591,1.0,1.0,0.9833100987351517,1.0,1.0,0.8901301301735625,1.1354725636351153
2022-01-31,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9806014933582575,0.9487394007311591,0.9190804597701151,0.8939883124817539,0.9564350759913532,0.9487394007311591,0.9487394007311591,0.9487394007311591,1.0,1.0,0.9833100987351517,1.0,1.0,0.8901301301735625,1.2567139113512311
2022-02-01,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9806014933582575,0.9487394007311591,0.9190804597701151,0.8939883124817539,0.9564350759913532,0.9487394007311591,0.9487394007311591,0.9487394007311591,1.0,1.0,0.9833100987351517,1.0,1.0,0.8901301301735625,1.2493752969903076
2022-02-02,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9806014933582575,0.9487394007311591,0.9190804597701151,0.8939883124817539,0.9564350759913532,0.9487394007311591,0.9487394007311591,0.9487394007311591,1.0,1.0,0.9833100987351517,1.0,1.0,0.8901301301735625,1.2150434738253602
2022-02-03,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9806014933582575,0.9487394007311591,0.9190804597701151,0.8939883124817539,0.9564350759913532,0.9487394007311591,0.9487394007311591,0.9487394007311591,1.0,1.0,0.9833100987351517,1.0,1.0,0.8901301301735625,1.1955632953762434
2022-02-04,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9806014933582575,0.9487394007311591,0.9190804597701151,0.8939883124817539,0.9564350759913532,0.9487394007311591,0.9487394007311591,0.9487394007311591,1.0,1.0,0.9833100987351517,1.0,1.0,0.8901301301735625,1.2387364126699942
2022-02-07,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9806014933582575,0.9487394007311591,0.9190804597701151,0.8939883124817539,0.9564350759913532,0.9487394007311591,0.9487394007311591,0.9487394007311591,1.0,1.0,0.9833100987351517,1.0,1.0,0.8901301301735625,1.2172973706490158
2022-02-08,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9806014933582575,0.9487394007311591,0.9190804597701151,0.8939883124817539,0.9564350759913532,0.9487394007311591,0.9487394007311591,0.9487394007311591,1.0,1.0,0.9833100987351517,1.0,1.0,0.8901301301735625,1.2369654761902413
2022-02-09,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9806014933582575,0.9487394007311591,0.9190804597701151,0.8939883124817539,0.9564350759913532,0.9487394007311591,0.9487394007311591,0.9487394007311591,1.0,1.0,0.9833100987351517,1.0,1.0,0.8901301301735625,1.2503815053161595
2022-02-10,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9806014933582575,0.9487394007311591,0.9190804597701151,0.8939883124817539,0.9564350759913532,0.9487394007311591,0.9487394007311591,0.9487394007311591,1.0,1.0,0.9833100987351517,1.0,1.0,0.8901301301735625,1.2135543051556055
2022-02-11,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9806014933582575,0.9487394007311591,0.9190804597701151,0.8939883124817539,0.9564350759913532,0.9487394007311591,0.9487394007311591,0.9487394007311591,1.0,1.0,0.9833100987351517,1.0,1.0,0.8901301301735625,1.1537855060343576
2022-02-14,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9806014933582575,0.9487394007311591,0.9190804597701151,0.8939883124817539,0.9564350759913532,0.9487394007311591,0.9487394007311591,0.9487394007311591,1.0,1.0,0.9833100987351517,1.0,1.0,0.8901301301735625,1.1749293919753772
2022-02-15,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9806014933582575,0.9487394007311591,0.9190804597701151,0.8939883124817539,0.9564350759913532,0.9487394007311591,0.9487394007311591,0.9487394007311591,1.0,1.0,0.9833100987351517,1.0,1.0,0.8901301301735625,1.2375422772520335
2022-02-16,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9806014933582575,0.9487394007311591,0.9190804597701151,0.8939883124817539,0.9564350759913532,0.9487394007311591,0.9487394007311591,0.9487394007311591,1.0,1.0,0.9833100987351517,1.0,1.0,0.8901301301735625,1.2388302533878839
2022-02-17,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9487394007311591,0.9806014933582575,0.9487394007311591,0.9190804597701151,0.8939883124817539,0.9564350759913532,0.9487394007311591,0.9487394007311591,0.9487394007311591,1.0,1.0,0.9833100987351517,1.0,1.0,0.8901301301735625,1.1757208966691994
